,id,name_x,Марка :,Применение:,Дополнение:,Cu,Al,C,Ni,Si,Cr,Mn,Zn,Ti,Fe,Заменитель:,Mo,Mg,V,Классификация :,type_x,Pb,Примесей,-,W,Sn,Co,Ag,Nb,P,Zr,Sb,S,Cd,B,Pt,Ni+Co,Au,Pd,Bi,N,As,O,Ca,Be,Rh,sв,d5,Ir,Ce,Te,sT,Tl,y,Se,H,Na,Ta,Hg,In,Ru,Ga,KCU,Ba,Nd,Li,Al+Mg,Cl,La,РЗМ,Sr,Re,Cu+P,Sc,Hf,F
2122,3175,Св-06Х14,Св-06Х14,Сварочная холоднотянутая проволока из высоколегированной стали для сварки (наплавки) и изготовления электродов,,,,до 0.08,до 0.6,0.3 - 0.7,13 - 15,0.3 - 0.7,,,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2123,3209,Св-06Х15Н60М15,Св-06Х15Н60М15 ( другое обозначение ЭП-367 ),Сварочная холоднотянутая проволока из высоколегированной стали для сварки (наплавки) и изготовления электродов,,,,до 0.08,,до 0.5,14 - 16,1 - 2,,,до 4,,14 - 16,,,Проволока стальная сварочная,Проволока стальная сварочная,,,Ni - basis,,,,,,до 0.015,,,до 0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2124,3190,Св-06Х19Н10М3Т,Св-06Х19Н10М3Т,Сварочная холоднотянутая проволока из высоколегированной стали для сварки (наплавки) и изготовления электродов,,,,до 0.08,9 - 11,0.3 - 0.8,18 - 20,1 - 2,,0.5 - 0.8,,,2 - 3,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.025,,,до 0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2125,3184,Св-06Х19Н9Т,Св-06Х19Н9Т,Сварочная холоднотянутая проволока из высоколегированной стали для сварки (наплавки) и изготовления электродов,,,,до 0.08,8 - 10,0.4 - 1,18 - 20,1 - 2,,0.5 - 1,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2126,3194,Св-06Х20Н11М3ТБ,Св-06Х20Н11М3ТБ ( другое обозначение ЭП-89 ),Сварочная холоднотянутая проволока из высоколегированной стали для сварки (наплавки) и изготовления электродов,,,,до 0.08,10 - 12,0.5 - 1,19 - 21,до 0.8,,0.6 - 1.1,,,2.5 - 3,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,0.6 - 0.9,до 0.03,,,до 0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2127,3197,Св-06Х25Н12ТЮ,Св-06Х25Н12ТЮ ( другое обозначение ЭП-87 ),Сварочная холоднотянутая проволока из высоколегированной стали для сварки (наплавки) и изготовления электродов,,,0.4 - 0.8,до 0.08,11.5 - 13.5,0.6 - 1,24 - 26.5,до 0.8,,0.6 - 1,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2128,3183,Св-07Х18Н9ТЮ,Св-07Х18Н9ТЮ,Сварочная холоднотянутая проволока из высоколегированной стали для сварки (наплавки) и изготовления электродов,,,0.6 - 0.95,до 0.09,8 - 10,до 0.8,17 - 19,до 2,,1 - 1.4,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129,3188,Св-07Х19Н10Б,Св-07Х19Н10Б,Сварочная холоднотянутая проволока из высоколегированной стали для сварки (наплавки) и изготовления электродов,,,,0.05 - 0.09,9 - 10.5,до 0.7,18.5 - 20.5,1.5 - 2,,,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,1.2 - 1.5,до 0.025,,,до 0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130,3196,Св-07Х25Н12Г2Т,Св-07Х25Н12Г2Т ( другое обозначение ЭП-75 ),Сварочная холоднотянутая проволока из высоколегированной стали для сварки (наплавки) и изготовления электродов,,,,до 0.09,11 - 13,0.3 - 1,24 - 26.5,1.5 - 2.5,,0.6 - 1,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.035,,,до 0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2131,3198,Св-07Х25Н13,Св-07Х25Н13,Сварочная холоднотянутая проволока из высоколегированной стали для сварки (наплавки) и изготовления электродов,,,,до 0.09,12 - 14,0.5 - 1,23 - 26,1 - 2,,,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.025,,,до 0.018,,,,,,,,до 0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2132,3135,Св-08,Св-08,Сварочная холоднотянутая проволока из низкоуглеродистой стали для сварки (наплавки) и изготовления электродов,,,до 0.01,до 0.1,до 0.3,до 0.03,до 0.15,0.35 - 0.6,,,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.04,,,до 0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2133,3136,Св-08А,Св-08А,Сварочная холоднотянутая проволока из низкоуглеродистой стали для сварки (наплавки) и изготовления электродов,,,до 0.01,до 0.1,до 0.25,до 0.03,до 0.12,0.35 - 0.6,,,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.03,,,,,,,,до 0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2134,3137,Св-08АА,Св-08АА,Сварочная холоднотянутая проволока из низкоуглеродистой стали для сварки (наплавки) и изготовления электродов,,,до 0.01,до 0.1,до 0.25,до 0.03,до 0.1,0.35 - 0.6,,,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.02,,,до 0.02,,,,,,,,до 0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135,3143,Св-08Г2С,Св-08Г2С,Сварочная холоднотянутая проволока из легированной стали для сварки (наплавки) и изготовления электродов,,,,0.05 - 0.11,до 0.25,0.7 - 0.95,до 0.2,1.8 - 2.1,,,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.025,,,,,,,,до 0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,3138,Св-08ГА,Св-08ГА,Сварочная холоднотянутая проволока из низкоуглеродистой стали для сварки (наплавки) и изготовления электродов,,,,до 0.1,до 0.25,до 0.06,до 0.1,0.8 - 1.1,,,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.025,,,,,,,,до 0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2137,3141,Св-08ГС,Св-08ГС,Сварочная холоднотянутая проволока из легированной стали для сварки (наплавки) и изготовления электродов,,,,до 0.1,до 0.25,0.6 - 0.85,до 0.2,1.4 - 1.7,,,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.025,,,,,,,,до 0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2138,3145,Св-08ГСМТ,Св-08ГСМТ,Сварочная холоднотянутая проволока из легированной стали для сварки (наплавки) и изготовления электродов,,,,0.06 - 0.11,до 0.3,0.4 - 0.7,до 0.3,1 - 1.3,,0.05 - 0.12,,,0.2 - 0.4,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.025,,,,,,,,до 0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2139,3150,Св-08МХ,Св-08МХ,Сварочная холоднотянутая проволока из легированной стали для сварки (наплавки) и изготовления электродов,,,,0.06 - 0.1,до 0.3,0.12 - 0.3,0.45 - 0.65,0.35 - 0.6,,,,,0.4 - 0.6,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.025,,,,,,,,до 0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2140,3208,Св-08Н50,Св-08Н50,Сварочная холоднотянутая проволока из высоколегированной стали для сварки (наплавки) и изготовления электродов,,,,до 0.1,48 - 53,до 0.5,до 0.3,до 0.5,,,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141,3176,Св-08Х14ГНТ,Св-08Х14ГНТ,Сварочная холоднотянутая проволока из высоколегированной стали для сварки (наплавки) и изготовления электродов,,,,до 0.1,0.4 - 0.9,0.25 - 0.65,12.5 - 14.5,0.9 - 1.3,,0.6 - 1,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.035,,,до 0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,3181,Св-08Х16Н8М2,Св-08Х16Н8М2 ( другое обозначение ЭП-377 ),Сварочная холоднотянутая проволока из высоколегированной стали для сварки (наплавки) и изготовления электродов,,,,0.05 - 0.1,7.5 - 9,до 0.6,15 - 17,1.5 - 2,,,,,1.5 - 2,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.025,,,до 0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143,3182,Св-08Х18Н8Г2Б,Св-08Х18Н8Г2Б ( другое обозначение ЭП-307 ),Сварочная холоднотянутая проволока из высоколегированной стали для сварки (наплавки) и изготовления электродов,,,,0.05 - 0.1,8 - 9,0.3 - 0.7,17.5 - 19.5,1.8 - 2.3,,,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,1.2 - 1.5,до 0.025,,,до 0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144,3189,Св-08Х19Н10Г2Б,Св-08Х19Н10Г2Б ( другое обозначение ЭИ-898 ),Сварочная холоднотянутая проволока из высоколегированной стали для сварки (наплавки) и изготовления электродов,,,,0.05 - 0.1,9.5 - 10.5,0.2 - 0.45,18.5 - 20.5,1.8 - 2.2,,,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,0.9 - 1.3,до 0.03,,,до 0.02,,,,,,,,до 0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2145,3191,Св-08Х19Н10М3Б,Св-08Х19Н10М3Б ( другое обозначение ЭИ-902 ),Сварочная холоднотянутая проволока из высоколегированной стали для сварки (наплавки) и изготовления электродов,,,,до 0.1,9 - 11,до 0.6,18 - 20,1 - 2,,,,,2 - 3,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,0.9 - 1.3,до 0.025,,,до 0.018,,,,,,,,до 0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2146,3186,Св-08Х19Н9Ф2С2,Св-08Х19Н9Ф2С2,Сварочная холоднотянутая проволока из высоколегированной стали для сварки (наплавки) и изготовления электродов,,,,до 0.1,8 - 10,1.3 - 1.8,18 - 20,1 - 2,,,,,,,1.8 - 2.4,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,3294,Св-08Х1ДЮ,Св-08Х1ДЮ,"Для изготовления холоднотянутой проволоки, предназначенной для автоматической и ручной сварки атмосферо - коррозионностойкой стали типа 10ХНДП.",,0.2 - 0.35,0.02 - 0.12,до 0.1,,0.12 - 0.35,0.9 - 1.2,0.3 - 0.6,,,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.035,,,до 0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2148,3202,Св-08Х21Н10Г6,Св-08Х21Н10Г6,Сварочная холоднотянутая проволока из высоколегированной стали для сварки (наплавки) и изготовления электродов,,,,до 0.1,9 - 11,0.2 - 0.7,20 - 22,5 - 7,,,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.035,,,до 0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2149,3201,Св-08Х20Н9Г7Т,Св-08Х20Н9Г7Т,Сварочная холоднотянутая проволока из высоколегированной стали для сварки (наплавки) и изготовления электродов,,,,до 0.1,8 - 10,0.5 - 1,18.5 - 22,5 - 8,,0.6 - 0.9,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.035,,,до 0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150,3156,Св-08ХГ2С,Св-08ХГ2С,Сварочная холоднотянутая проволока из легированной стали для сварки (наплавки) и изготовления электродов,,,,0.05 - 0.11,до 0.25,0.7 - 0.95,0.7 - 1,1.7 - 2.1,,,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.025,,,,,,,,до 0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2151,3199,Св-08Х25Н13БТЮ,Св-08Х25Н13БТЮ ( другое обозначение ЭП-389 ),Сварочная холоднотянутая проволока из высоколегированной стали для сварки (наплавки) и изготовления электродов,,,0.4 - 0.9,до 0.1,12 - 14,0.6 - 1,24 - 26,до 0.55,,0.5 - 0.9,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,0.7 - 1.1,до 0.03,,,до 0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2152,3157,Св-08ХГСМА,Св-08ХГСМА,Сварочная холоднотянутая проволока из легированной стали для сварки (наплавки) и изготовления электродов,,,,0.06 - 0.1,до 0.3,0.45 - 0.7,0.85 - 1.15,1.15 - 1.45,,,,,0.4 - 0.6,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.025,,,до 0.025,,,,,,,,до 0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153,3162,Св-08Х3Г2СМ,Св-08Х3Г2СМ,Сварочная холоднотянутая проволока из легированной стали для сварки (наплавки) и изготовления электродов,,,,до 0.1,до 0.3,0.45 - 0.75,2 - 3,2 - 2.5,,,,,0.3 - 0.5,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.03,,,,,,,,до 0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,3159,Св-08ХГСМФА,Св-08ХГСМФА,Сварочная холоднотянутая проволока из легированной стали для сварки (наплавки) и изготовления электродов,,,,0.06 - 0.1,до 0.3,0.45 - 0.7,0.95 - 1.25,1.2 - 1.5,,,,,0.5 - 0.7,,0.2 - 0.35,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.025,,,до 0.025,,,,,,,,до 0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2155,3151,Св-08ХМ,Св-08ХМ,Сварочная холоднотянутая проволока из легированной стали для сварки (наплавки) и изготовления электродов,,,,0.06 - 0.1,до 0.3,0.12 - 0.3,0.9 - 1.2,0.35 - 0.6,,,,,0.5 - 0.7,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.025,,,,,,,,до 0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2156,3163,Св-08ХМНФБА,Св-08ХМНФБА,Сварочная холоднотянутая проволока из легированной стали для сварки (наплавки) и изготовления электродов,,,,0.06 - 0.1,0.65 - 0.9,0.12 - 0.3,1.1 - 1.4,0.35 - 0.6,,,,,0.8 - 1,,0.2 - 0.35,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,0.1 - 0.23,до 0.025,,,до 0.025,,,,,,,,до 0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,3154,Св-08ХМФА,Св-08ХМФА,Сварочная холоднотянутая проволока из легированной стали для сварки (наплавки) и изготовления электродов,,,,0.06 - 0.1,до 0.3,0.12 - 0.3,0.9 - 1.2,0.35 - 0.6,,,,,0.5 - 0.7,,0.15 - 0.3,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.025,,,до 0.025,,,,,,,,до 0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,3166,Св-08ХН2ГМТА,Св-08ХН2ГМТА ( другое обозначение ЭП-111 ),Сварочная холоднотянутая проволока из легированной стали для сварки (наплавки) и изготовления электродов,,,,0.06 - 0.11,2.1 - 2.5,0.12 - 0.3,0.25 - 0.45,0.8 - 1.1,,0.05 - 0.12,,,0.25 - 0.45,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.025,,,до 0.02,,,,,,,,до 0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2159,3168,Св-08ХН2Г2СМЮ,Св-08ХН2Г2СМЮ,Сварочная холоднотянутая проволока из легированной стали для сварки (наплавки) и изготовления электродов,,,0.06 - 0.18,0.06 - 0.11,2 - 2.5,0.4 - 0.7,0.7 - 1,1.5 - 1.9,,,,,0.45 - 0.65,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.03,,,,,,,,до 0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2160,3164,Св-08ХН2М,Св-08ХН2М,Сварочная холоднотянутая проволока из легированной стали для сварки (наплавки) и изготовления электродов,,,,до 0.1,1.4 - 1.8,0.12 - 0.3,0.7 - 1,0.55 - 0.85,,,,,0.2 - 0.4,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.025,,,,,,,,до 0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2161,3167,Св-08ХН2ГМЮ,Св-08ХН2ГМЮ,Сварочная холоднотянутая проволока из легированной стали для сварки (наплавки) и изготовления электродов,,,0.06 - 0.18,0.06 - 0.11,2 - 2.5,0.25 - 0.55,0.7 - 1.1,1 - 1.4,,,,,0.4 - 0.65,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.03,,,,,,,,до 0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2162,3205,Св-09Х16Н25М6АФ,Св-09Х16Н25М6АФ ( другое обозначение ЭИ-981А ),Сварочная холоднотянутая проволока из высоколегированной стали для сварки (наплавки) и изготовления электродов,,,,0.07 - 0.11,24 - 27,до 0.4,15 - 17,1 - 2,,,,,5.5 - 7,,0.7 - 1,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.018,,,до 0.018,,,,,,,,0.1 - 0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2163,3153,Св-08ХНМ,Св-08ХНМ,Сварочная холоднотянутая проволока из легированной стали для сварки (наплавки) и изготовления электродов,,,,до 0.1,0.8 - 1.2,0.12 - 0.35,0.7 - 0.9,0.5 - 0.8,,,,,0.25 - 0.45,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.025,,,,,,,,до 0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2164,3140,Св-10Г2,Св-10Г2,Сварочная холоднотянутая проволока из низкоуглеродистой стали для сварки (наплавки) и изготовления электродов,,,,до 0.12,до 0.3,до 0.06,до 0.2,1.5 - 1.9,,,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.03,,,,,,,,до 0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2165,3158,Св-10Г2СМА,Св-10Г2СМА,Сварочная холоднотянутая проволока из легированной стали для сварки (наплавки) и изготовления электродов,,,,0.07 - 0.12,до 0.3,0.6 - 0.9,0.8 - 1.1,1.7 - 2.1,,,,,0.4 - 0.6,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.025,,,до 0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2166,3139,Св-10ГА,Св-10ГА,Сварочная холоднотянутая проволока из низкоуглеродистой стали для сварки (наплавки) и изготовления электродов,,,,до 0.12,до 0.3,до 0.06,до 0.2,1.1 - 1.4,,,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.025,,,,,,,,до 0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167,3144,Св-10ГН,Св-10ГН,Сварочная холоднотянутая проволока из легированной стали для сварки (наплавки) и изготовления электродов,,,,до 0.12,0.9 - 1.2,0.15 - 0.35,до 0.2,0.9 - 1.2,,,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.025,,,,,,,,до 0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,3210,Св-10МХ,Св-10МХ,Сварочная холоднотянутая проволока из легированной стали для сварки (наплавки) и изготовления электродов,,,,0.08 - 0.13,до 0.3,0.12 - 0.3,0.45 - 0.65,0.35 - 0.6,,,,,0.4 - 0.6,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169,3149,Св-10НМА,Св-10НМА,Сварочная холоднотянутая проволока из легированной стали для сварки (наплавки) и изготовления электродов,,,,0.07 - 0.12,1 - 1.5,0.12 - 0.35,до 0.2,0.4 - 0.7,,,,,0.4 - 0.55,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.02,,,до 0.025,,,,,,,,до 0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2170,3213,Св-10ГСМТ,Св-10ГСМТ,Сварочная холоднотянутая проволока из легированной стали для сварки (наплавки) и изготовления электродов,,,,0.08 - 0.14,до 0.3,0.4 - 0.7,до 0.3,1 - 1.3,,0.05 - 0.12,,,0.2 - 0.4,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2171,3172,Св-10Х11НВМФ,Св-10Х11НВМФ,Сварочная холоднотянутая проволока из высоколегированной стали для сварки (наплавки) и изготовления электродов,,,,0.08 - 0.13,0.8 - 1.1,0.3 - 0.6,10.5 - 12,0.35 - 0.65,,,,,1 - 1.3,,0.25 - 0.5,Проволока стальная сварочная,Проволока стальная сварочная,,,,1 - 1.4,,,,,до 0.03,,,до 0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2172,3204,Св-10Х16Н25АМ6,Св-10Х16Н25АМ6,Сварочная холоднотянутая проволока из высоколегированной стали для сварки (наплавки) и изготовления электродов,,,,0.08 - 0.12,24 - 27,до 0.6,15 - 17,1 - 2,,,,,5.5 - 7,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.025,,,до 0.018,,,,,,,,0.1 - 0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2173,3195,Св-10Х20Н15,Св-10Х20Н15,Сварочная холоднотянутая проволока из высоколегированной стали для сварки (наплавки) и изготовления электродов,,,,до 0.12,14 - 16,до 0.8,19 - 22,1 - 2,,,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.025,,,до 0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2174,3170,Св-10Х5М,Св-10Х5М,Сварочная холоднотянутая проволока из легированной стали для сварки (наплавки) и изготовления электродов,,,,до 0.12,до 0.3,0.12 - 0.35,4 - 5.5,0.4 - 0.7,,,,,0.4 - 0.6,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.025,,,,,,,,до 0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2175,3214,Св-10ХГ2СМА,Св-10ХГ2СМА,Сварочная холоднотянутая проволока из легированной стали для сварки (наплавки) и изготовления электродов,,,,0.07 - 0.12,до 0.3,0.6 - 0.9,0.8 - 1.1,1.7 - 2.1,,,,,0.4 - 0.6,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.025,,,до 0.025,,,,,,,,до 0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2176,3211,Св-10ХМ,Св-10ХМ,Сварочная холоднотянутая проволока из легированной стали для сварки (наплавки) и изготовления электродов,,,,0.08 - 0.13,до 0.3,0.12 - 0.3,0.9 - 1.2,0.35 - 0.6,,,,,0.5 - 0.7,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2177,3212,Св-10ХМФА,Св-10ХМФА,Сварочная холоднотянутая проволока из легированной стали для сварки (наплавки) и изготовления электродов,,,,0.08 - 0.13,до 0.3,0.12 - 0.3,0.9 - 1.2,0.35 - 0.6,,,,,0.5 - 0.7,,0.15 - 0.3,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.025,,,до 0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,3155,Св-10ХМФТ,Св-10ХМФТ,Сварочная холоднотянутая проволока из легированной стали для сварки (наплавки) и изготовления электродов,,,,0.07 - 0.12,до 0.3,до 0.35,1.4 - 1.8,0.4 - 0.7,,0.05 - 0.12,,,0.4 - 0.6,,0.2 - 0.35,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.03,,,,,,,,до 0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179,3165,Св-10ХН2ГМТ,Св-10ХН2ГМТ ( другое обозначение ЭИ-984 ),Сварочная холоднотянутая проволока из легированной стали для сварки (наплавки) и изготовления электродов,,,,0.07 - 0.12,1.8 - 2.2,0.12 - 0.3,0.3 - 0.6,0.8 - 1.1,,0.05 - 0.12,,,0.4 - 0.6,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.025,,,,,,,,до 0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2180,3142,Св-12ГС,Св-12ГС,Сварочная холоднотянутая проволока из легированной стали для сварки (наплавки) и изготовления электродов,,,,до 0.14,до 0.3,0.6 - 0.9,до 0.2,0.8 - 1.1,,,,,,,,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.025,,,,,,,,до 0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2181,3171,Св-12Х11НМФ,Св-12Х11НМФ,Сварочная холоднотянутая проволока из высоколегированной стали для сварки (наплавки) и изготовления электродов,,,,0.08 - 0.15,0.6 - 0.9,0.25 - 0.55,10.5 - 12,0.35 - 0.65,,,,,0.6 - 0.9,,0.25 - 0.5,Проволока стальная сварочная,Проволока стальная сварочная,,,,,,,,,до 0.03,,,до 0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
